地名名稱,漢語拼音,通用拼音,地名別稱,所屬縣市,所屬鄉鎮市區,所屬村里,地名意義,地名年代時間(起),地名年代時間(迄),地名類型,語言別,命名族群,相關位置與面積描述,地名沿革與文獻歷史簡述,地名相關事項訪談內容,普查使用之地圖與文獻,X坐標,Y坐標
林庄,Linzhuang,Linjhuang,,新北市,金山區,重和里,當時地多竹林，為在竹林的庄頭。,n,,聚落,,,,嘉慶2年（1797）漳州人簡樹所闢，當時地多竹林，故稱之。,,盛清沂，1960。,,
勢磺子,Shihuangzi,Shihhuangzih,四磺坪、死磺子坪,新北市,金山區,重和里,以地有磺氣，常害人畜，故名。,n,,聚落,,,,嘉慶12年（1807），漳州人蔡陽所闢，以地有磺氣，常害人畜，故名。後因其音不雅，而改稱其名。坪：高出平面上，但其上頂平坦者，概用於河階面上或山上的平原面。,,盛清沂，1960。,310394.715,2788913.713
茅埔頭,Maoputou,Maoputou,重光,新北市,金山區,重和里,因處一片茅草地之前頭而得名。,n,,聚落,,,,嘉慶2年（1797）漳州人簡樹所闢，因處一片茅草地之前頭而得名。今稱重光。,,盛清沂，1960。,310871.081,2789895.893
馬鞍格,Ma-ange,Ma-ange,,新北市,金山區,重和里,以山地形如馬鞍得名。,n,,聚落,,,,嘉慶2年（1797）漳州人簡起所墾，以山地形如馬鞍得名。,,盛清沂，1960。,,
牛埔子,Niupuzi,Nioupuzih,,新北市,金山區,重和里,牧年之草埔。,n,,聚落,,,,嘉慶2年（1797）簡起闢地為牧牛草埔，故名。,,盛清沂，1960。,310689.244,2790897.114
八煙,Bayan,Bayan,,新北市,金山區,重和里,,n,,聚落,,,,金山八景之八煙望洋。八煙乃重和村三重橋往上之丘陵，位在金山鄉與陽明山交界處，北有竹子山，南有磺嘴山，背負大屯山、七里墩峰巒起伏，延綿不斯。但見雲山茫茫，氣象萬千。右望有磺溪源水交會，溯數十仞流貫平野，右瞧則羊腸小路，盤迥山川豁谷，其幽美壯麗，恰似國畫。此地環境清幽，氣候溫和，夏無酷暑，各不嚴寒，前可俯瞰金山平原，還可眺望太平洋，兼有豐富溫泉（屬白硫質），可冶百症，與北投、陽明山並稱姊妹泉，為避暑勝地。,,,309322.8538,2786943.852
頂八煙,Dingbayan,Dingbayan,,新北市,金山區,重和里,位於八煙的頂方，故稱之。,n,,聚落,,,,位於八煙的頂方，故稱之。,,,,
磺溪頭,Huangxitou,Huangsitou,,新北市,金山區,重和里,磺溪的上遊處。,n,,聚落,,,,磺溪的上遊處。,,,309357.8387,2789324.958
葵扇湖,Kuishanhu,Kueishanhu,,新北市,金山區,兩湖里,地處平坦，形如葵扇得名。,n,,聚落,,,,乾隆26年（1761）漳州人許姓所闢，地處平坦，形如葵扇得名。「湖」乃山間平原盆地之意。,,,309946.9965,2791284.592
倒照湖,Daozhaohu,Daojhaohu,,新北市,金山區,兩湖里,由葵扇湖眺望，夕陽落日，餘暉映然，故名。,n,,聚落,,,,原係荊棘荒埔，道光15年（1835），漳州人賴朗、賴元吉等人始至此鑿圳開墾。由葵扇湖眺望，夕陽落日，餘暉映然，故名。,,,309947.2721,2791901.553
六股,Liugu,Liougu,,新北市,金山區,六股里,開闢之初為六人合股所闢。,n,,聚落,,,,乾隆35年（1770）漳州人許心婦及陳姓等六人所闢，故稱六股。其中居上勢者，又名頂六股；居下者，名下六股。,,盛清沂，1960。,311566.7065,2790644.977
下六股,Xialiugu,Sialiougu,,新北市,金山區,六股里,六股，其中居上勢者，又名頂六股；居下者，名下六股。,n,,聚落,,,,乾隆35年（1770）漳州人許心婦及陳姓等六人所闢，故稱六股。其中居上勢者，又名頂六股；居下者，名下六股。,,盛清沂，1960。,313108.1628,2790827.932
三界壇,Sanjietan,Sanjietan,,新北市,金山區,三界里,鄉民籌建三界公廟於此，乃名三界壇。,n,,聚落,,,,嘉慶7年（1802）漳州平和人李富所拓，建屋置居，初曰頂瓦厝（清泉村之清水舊稱下瓦厝）；道光11年（1831）鄉民籌建三界檀廟（三界公廟）於此，乃名三界壇。,,盛清沂，1960。,312148.366,2791506.663
半嶺子,Banlingzi,Banlingzih,,新北市,金山區,三界里,以地處半山得名。,n,,聚落,,,,開墾事蹟與三界壇同為嘉慶年間漳州人所拓，以地處竹子腳山、倒照湖山之半山因而得名。,,盛清沂，1960。,,
半嶺,Ban Mountain,Ban Mountain,,新北市,金山區,三界里,,,,聚落,,,,,,,310572.8911,2793042.693
清水,Cingshuei,Cingshuei,,新北市,金山區,清泉里,昔之前後有溪二道，水清終年不涸，乃稱清水庄。,n,,聚落,,,,嘉慶7年（1802），漳州平和人李布至此開圳闢田。置屋居住初名下瓦厝（三界村之三界壇舊稱頂瓦厝），嗣以昔之前後有溪二道，水清終年不涸，乃稱清水庄。,,盛清沂，1960。,313226.929,2791487.462
西勢,Xishi,Sishih,,新北市,金山區,清泉里,因位在清水庄之西，竹子腳山山腳東向得名。,n,,聚落,,,,開闢事蹟與清水同，為嘉慶年間漳州府和平縣人所闢。因位在清水庄之西，竹子腳山山腳東向得名。,,盛清沂，1960。,313257.5076,2791962.465
海尾,Haiwei,Haiwei,,新北市,金山區,萬壽里,位於海邊，故名。,n,,聚落,,,,,,,313464.4683,2791652.162
中角,Zhongjiao,Jhongjiao,,新北市,金山區,萬壽里,,,,聚落,,,,,,,313623.2149,2792618.679
萬里阿突,Wanli Atu,Wanli Atu,,新北市,金山區,萬壽里,地名乃原住民語音譯。,n,,聚落,,,,相傳康熙初年，為原住民所墾，地名乃原住民語音譯，至漢人居此，地始盡闢。,,洪敏麟，1980。,313304.5401,2792698.596
崁子腳,Kanzijiao,Kanzihjiao,,新北市,金山區,萬壽里,居山崖下的聚落，故名。,n,,聚落,,,,居竹子腳山（尖山子）山崁下，故名。,,,312196,2789370
噴水,Penshui,Penshuei,濆水,新北市,金山區,永興里,開墾之初，有小瀑布可引水灌田，故名。,n,,聚落,,,,嘉慶13年（1808）有漳州人高和、賴泗海等二人，徙居至此，見有小瀑布，可引水灌田，乃拓墾其地，故名。,,,313510.836,2795129.252
尖山子,Jianshanzi,Jianshanzih,,新北市,金山區,西湖里,以地形得名。,n,,聚落,,,,漳州黃姓所闢，以地形得名。,,,312514.7457,2792777.546
薯榔寮,Shulangliao,Shulangliao,,新北市,平溪區,薯榔里,,清代,迄今,聚落,,,,據載為嘉、道年間泉人黃姓開闢。<br>薯榔為山地野生根莖類作物，原住民用以染布，漢人多用以染漁網，色暗紅。,,台北縣志開闢志,321276.199,2768347.962
三斜坑,Sanxiekeng,Sansiekeng,,新北市,平溪區,平湖里,,1946,1997,聚落,,,,由重光煤礦開坑揀煤而來之地名。,,,328324.1583,2768944.05
大湖,Dahu,Dahu,,新北市,平溪區,平湖里,,清代,迄今,聚落,,,,「湖」指山間平坦之地，據載為嘉慶、道光年間安溪籍移民開闢，清代栽植大菁，日治以後亦為煤區。,,台北縣志．開闢志,328850.9685,2769111.03
番仔坑,Fanzaikeng,Fanzaikeng,,新北市,平溪區,平湖里,,清代,迄今,聚落,,,,為平溪鄉東南側與雙溪鄉鄰近處。據載為嘉慶、道光年間開闢，昔為原住民居地。但現今資料看不出為何族原住民居住此地，而嗣安溪林姓移居此地，原住民乃轉移拳山堡一帶。,,台北縣志．開闢志,329928.1224,2769466.158
五分寮,Wufenliao,Wufenliao,,新北市,平溪區,新寮里,,清代,迄今,聚落,,,,為平溪地域拓墾時間較晚之地，與新寮同，約在道光、咸豐年間。<br>分(份)為常用的土地最初拓墾時，眾人合資計算單位。,,,330584.2856,2773071.545
新寮,Xinliao,Sinliao,,新北市,平溪區,新寮里,,清代,迄今,聚落,,,,以拓墾時間較晚而得名，與一支安溪胡姓移民關係密切，其開台祖胡文隈兄弟，約於1823年(道光3年)渡台。,從106線公路石碣後一號前叉路而下，經大厝橋即見新寮村主要聚落。<br>胡姓祖厝現為新安宮。<br>居民以胡姓最多。,"胡氏族譜,台北縣志．開闢志",330245.6155,2772476.53
王厝營,Wangcuoying,Wangcuoying,,新北市,三芝區,埔坪里,紮營之地(清末時對抗原住民),,,聚落,,,,早期為王姓拓墾之地，以其住屋為地名，位於埔頭坑。,源興居即為王厝營→當地居民如是說,三芝誌,,
冷水坑(小段),Lengshuikeng (Xiaoduan ),Lengshueikeng (Siaoduan ),,新北市,五股區,民義里,昔為林口台地東側坑谷，以谷流溪水寒冷，在民義路交界處有湧泉百年不停故名。,1740,迄今,聚落,,,,冷水坑處民義村一段(前為五股村)，泉後直上即為林口區，地理名解為林口台地，因坑水清涼幾百年未嘗乾涸，昔居民以冷水之坑名之，今仍稱冷水坑為五股三大名泉之一，居民競相取水飲用視為天泉。<br>地以米，竹筍等農產物為主。<br>交通有三重客運五股坑線及陸光站交通方便。,,,,
楓愛林山莊,Feng-ailin Villa,Fong-ailin Villa,,新北市,三芝區,興華里,,,,聚落,,,,建於民國80年代，規劃得當，地處不錯位置，座東北朝西南是北海地區最佳坐座向，後面農戶種植吉野櫻，過年時花海美景及村莊步道，是休閒旅遊的好去處。,,淡水鄉土研究會,299795,2787499
羊仔坑,Yangzaikeng,Yangzaikeng,,新北市,五股區,民義里,以居民養飼羊群而名之，在今陸一村左轉民義路。,1730,迄今,聚落,,,,雍正八年(1730年)楊道弘取得墾約而有大量漢人來居除耕農以外，在今陸光社區天主堂後山坡當地居民亦以飼養羊群為副業而以為地名，可直上粉寮，林口，由於地處山坡地現在以種植竹筍為業。,,,,
溫莎公爵山莊,Wenshagongjue Villa,Wunshagongjyue Villa,碧瑤別墅,新北市,三芝區,興華里,,,,聚落,,,,溫莎公爵山莊於民國68年開始建造，本叫碧瑤別墅，因建者設計錯誤，又地形險惡，遇颱風下大雨，門口即崩塌，停頓多年，景氣復甦時，承接者才更名為溫莎公爵山莊，址在田心子8之12~20。,,淡水鄉土研究會,,
洲子洋,Zhouziyang,Jhouzihyang,,新北市,五股區,成功里,洋指平原之意。昔此地有洲子之稱而得名,1984,迄今,聚落,,,,昔洲仔地帶在地圖上稱洲子洋，今成洲國小前至洲仔崩埤橋成泰路及五股河為界之水田，該地有廣大水田以盛產米稻為名，日前亦產竹筍，志書五股志p84載隆初林作哲墾，有三重.指南客運行駛淡水，八里.新莊.台北.板橋班車，因73年(1984年)七月六日縣府令劃為洲子洋重劃道。,,,,
總統山莊,Zongtong Villa,Zongtong Villa,,新北市,三芝區,興華里,,,,聚落,,,,總統山莊在民國70年代興建，因景氣沒落而停工，民國80年代，李登輝先生當總統正好是三芝人，後來建商改名為總統山莊，巧碰經濟繁榮，銷售很好。,,淡水鄉土研究會,299716.1561,2787628.981
金山面,Jinshanmian,Jinshanmian,,新北市,五股區,五龍里,,1945,迄今,聚落,,,,位於冷水坑與隆德橋中間民義路旁之一座山，山型呈金字狀，故名之，早期附近居民皆在此放牧牛羊，國民政府軍撤退來台時，亦有一旅軍隊在此駐紮約7，8年後移師至宜蘭，花蓮。,,,,
大竹圍,Dazhuwei,Dajhuwei,,新北市,五股區,成泰里,因陳姓家族自清末來此定居址成泰村。,,迄今,聚落,,,,清朝年間有陳氏一族定居於此從事農耕為妨颱風溪水侵襲而在居處圍耕種竹圍以保護住屋而名，有公車三重，指南行駛，光復前為觀音山自動車會社經營，處今成泰路二段御史路交界處。,,,,
許厝,Xucuo,Syucuo,許厝,新北市,五股區,成泰里,因南端許氏家族於1702年遷洲子庄由足繁延至今昔稱許厝。,1701,迄今,聚落,,,,康熙年間(1701年)由漳州南端遷台定居今御史坑許氏後裔即是，稻米.柑子.竹筍等農作物。,,,,
御史坑,Yushikeng,Yushihkeng,牛屎坑,新北市,五股區,成泰里,明治二十八年(1895年)五股保正林和尚之先祖林作哲御史之官名命之(存疑)。古稱牛屎坑，因不雅而更名。,,迄今,聚落,,,,御史坑古名牛屎坑，因地處山坡居民牛隻放任吃草拉屎，故名迄明治28年(1895年)林和尚任五股保正第一任新庄邵守吉成安任首次巡察蒞今五股公所(庄役場)以牛屎坑不雅由林和尚建議以名御史坑名之漳州音牛屎即御史之諧音，夷感來自先祖林作哲進士曾官御史之職，立即為郡守笑納，蓋日人知識分子皆自小習漢文地自是沿用至今。,林陳森錄音訪問,,293357.5414,2777120.113
御史坑小段,Yushikengxiaoduan,Yushihkengsiaoduan,,新北市,五股區,成泰里,原御史坑明治29年(1896年)全台地籍登記皆以某段名之。,1896,迄今,聚落,,,,茸為牛屎坑路迄明治二十八年(1895年)五股保子林和尚改以御史坑黑年1896年全省地名登記命名某段即為御史坑小段，因處山坡竹林茂密使以竹筍為生產大宗。,,,294019.752,2776350.063
貿商二村,Maoshang-er Village,Maoshang-er Village,,新北市,五股區,貿商里,原屬德育村民59年(1970年)行政區域調整因以貿商二村而得名。,1970,迄今,聚落,,,,昔為水碓迄民國35年光復時隸屬德育村，民59年10月行政區域調整因貿商二村而得名，迄八十一年李登輝總統視察改建12樓大廈。<br>有貿商三重客運站對外交通便利，並有通往林口之登林路可通行各種車輛。<br>當地人以米產為大宗，筍，柑茶次之。,,,293443.332,2773588.031
坑仔尾,Kengzaiwei,Kengzaiwei,,新北市,五股區,成泰里,位於御史坑尾接觀音坑而得名,1911,迄今,聚落,,,,位御史坑溪之源頭，居民稱之坑仔尾，當地多種綠竹居民多以竹筍之生產為其副業。,,,,
大墓公,Damugong,Damugong,,新北市,五股區,成泰里,因有名人墓葬於河溝居民以大墓公稱之,1895,迄今,聚落,,,,相傳前清官人之墓當地人以大墓公稱之，該地多竹，出產竹筍及柑桔次之。,,,,
?人墓,Tairenmu,Tairenmu,,新北市,五股區,貿商里,原為德音村為一山坡形地勢往上為登林路及林口，昔因人口稀少商旅難行，清代有土匪出入並殺人故名。,1970,迄今,聚落,,,,昔清末因土匪挾人奪財而殺人在今貿商二村靠山坡處，民35年為德音村，民國七十九年(1990)改治為貿商二村迄今，雖為眷區但仍多居民以農為業，米，竹筍為大宗。<br>交通有貿商三重客運站，成泰有指南站可通台北，淡水，八里，新莊，板橋等地方便捷而有助地方發展。,,,,
水碓窠,Shuiduike,Shueidueike,,新北市,五股區,德泰里,清代有楊，王，陳氏族親在此開墾，自今登林路助順將軍迄王厝，以古名水碓窠稱之，乾隆17年1752年開發，由於位置低凹故名。窠應為客語用字，同「科」、「嵙」,1752,迄今,聚落,,,,清代自今助順將軍迄王厝間古稱水碓稱之，清代迄明治間無現代化設備以水引力作為搗米之用稱之為水碓，因地處山坡山谷所以叫做窠，日治後期有石丸路自王厝老人公寓助順將軍廟登林路間稱之為水碓窠。<br>農產以米茶為大宗近轉型為竹筍為主。<br>王厝間有三重，指南客運行駛。,,,,
水碓窠小段,Shuiduikexiaoduan,Shueidueikesiaoduan,,新北市,五股區,德泰里,原水碓窠明治29年(1896)全台普查地號稱水碓小段。,1896,迄今,聚落,,,,水碓於乾隆5年由林作哲進士開發與鄉志有傳，昔稱水碓因有溪流故稱水碓窠迄今。<br>地處今登林路王厝及老人公寓居民以農為業作物以米為大宗，竹筍次之雖已進入工商社會大廈林立但山坡地及農田仍多。,,,,
楓樹腳,Fengshujiao,Fongshujiao,,新北市,五股區,德泰里,昔為興直堡因農家種植楓樹以樹取名迄今。,1740,迄今,聚落,,,,乾隆五年(1740年)林作哲開發今楓林路，昔因農地在路旁種植楓樹，因以為名迄今已兩百多年歷史。<br>物產以米為大宗並有蔬菜園，昔為羊腸小徑，光復後已有石丸小路，工業區民46年三省道新五路開闢建柏油現在引道有各種車輛行駛。<br>水系屬新溫圳。,,,294311.151,2773153.296
牛路崎,Niuluqi,Niouluci,,新北市,五股區,德泰里,因牛隻聚集之上坡牛路，居民以牛路崎稱之。崎有,1876,迄今,聚落,,,,自1952年林作哲進士開水碓以來今將軍廟右側小路，昔為耕牛出入口草之地，因人煙少牛隻聚集故名。<br>農產仍以米茶為主，亦有竹筍等農產物。<br>交通有自貿商站往上直達林口之登林路為主，民國八十九年已由石丸路改成今柏油路面可通行各種車輛。,,,,
